Pen,B Vmin,B Vmax,B VminVmax,Max PLosses,Min PLosses,Energy Losses,Min Fluxo Subestacao,Max_Cargamento_Trafo_pct
70,0,0,0,274.59114013200775,88.85980553669926,1584.211246460729,-3646.8589629695202,13.261273348677815
80,0,0,0,177.40444619156497,71.40465858180403,1104.138741947933,-3818.1985090933586,13.22138489060676
90,0,0,0,263.63863870732195,77.95073456232139,1472.9144395605717,-3986.487378530765,13.791123106130362
100,0,0,0,208.61896123798937,77.95073456232139,1227.8123374450852,-5389.833182524299,15.855926720871222
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,97.12256143706709,73.68977533911162,774.7156691068974,3979.480209444398,9.195967892630105
20,0,0,0,101.6570671370874,76.17459225131972,765.4900583075846,3213.9192943488843,9.645739496214842
30,0,0,0,101.65709072316668,72.37048952486704,746.3790832039848,2017.6383413124267,9.645740717244232
40,0,0,0,101.65708885776935,69.64464701863977,723.9486940713747,1074.8087170331478,9.645740635137216
50,0,0,0,134.7347396251211,66.77498437659264,898.7037107441811,-1184.5600084944613,9.546081040361706
60,0,0,0,101.65711387792525,70.55430852409532,745.0798936323589,186.80865877930646,9.645741891231356
70,0,0,0,162.58011601875987,70.13785127875694,1043.348372593181,-3118.2078941954087,12.183575574540086
80,0,0,0,227.40026384589825,77.95073456232139,1329.1690120483083,-3151.275064405214,12.425541606160657
90,0,0,0,203.44038385703075,77.95073456232139,1205.2769943815547,-3694.8968971272448,13.08525205644302
100,0,0,0,230.86205603202663,77.95073456232139,1298.081418054981,-3515.334591304661,12.951798241761814
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703279383598,77.95073456232139,801.0578741781123,4287.933466159088,9.645737924301717
20,0,0,0,92.32344219612793,70.56277995635807,735.0510368585694,2806.921517984199,8.69382937648691
30,0,0,0,122.722902668635,71.29001201339918,876.0982738720919,1370.9497173641337,8.18015795979832
40,0,0,0,96.75749407971082,67.22806929388342,735.6502484486132,559.9219700696115,8.017484446288025
50,0,0,0,120.04502189853389,67.70407187581301,845.4628511225461,-802.4055000382457,9.002953418414924
60,0,0,0,109.2948028165224,66.92106536417164,787.1938472206223,-1823.196506692731,10.092727139176864
70,0,0,0,177.80744796615653,71.39022510270895,1106.8743342896144,-2798.920073309477,11.772149247738312
80,0,0,0,154.22003310818033,76.50588336212999,987.1556896970578,-3151.3281464568627,12.208255378215945
90,0,0,0,140.219247942116,71.17854725301164,921.1331239113156,-3753.930739360793,12.993085249802041
100,0,0,0,332.8276425702656,89.83492711685284,1876.529155784888,-6612.868377652995,18.22799843395924
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703972190033,77.95073456232139,790.7429462003951,4103.667737889562,9.645738266176473
20,0,0,0,95.37525484080395,73.33476323371266,762.1590379801813,2953.4683660032147,8.809153405792607
30,0,0,0,96.4971754059231,73.23899079409321,772.362027197573,1579.9147953115098,8.324820799045881
40,0,0,0,98.7592901112492,66.75683938020588,740.9979404807619,562.7542357777522,8.01665481435154
50,0,0,0,101.657121793693,68.38129239890864,757.1817465113196,-124.35873325953825,9.645742209819904
60,0,0,0,106.5282716030086,72.22682790698498,797.4154918223362,199.63607248624712,9.645742260755936
70,0,0,0,136.76234789544606,75.26122484679887,915.6254974546426,-982.5198338411825,9.64574393687006
80,0,0,0,115.6324052483257,70.28042201390471,821.3023487791248,-1479.2491249289837,9.683904165451196
90,0,0,0,386.6387035310558,91.45987116210986,2121.1315077872478,-5908.348002898665,17.041446535471408
100,0,0,0,209.26476062994766,77.95073456232139,1205.989256712097,-3537.781181479948,12.926971486261477
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703470487828,77.95073456232139,798.449292580105,4242.498326036636,9.645737983121402
20,0,0,0,92.3695579493193,70.30573673841607,720.0241003261301,2803.6288886854236,8.69389423845578
30,0,0,0,92.12790221398079,66.48818823588,721.6514725434101,1417.633022279603,8.377299004572057
40,0,0,0,101.89652568135219,74.76498255604614,790.7820784194507,1882.7459859242917,9.645740956359838
50,0,0,0,101.657110941777,71.26470402666077,762.0531900454383,743.535859805467,9.645741685228938
60,0,0,0,135.09260973081803,66.65458618035677,899.9744967382368,-2330.566798392328,10.975376496569375
70,0,0,0,194.44016502609207,76.0762844375887,1199.3620783198153,-3087.67020017504,12.192639497787658
80,0,0,0,321.02851854834495,92.38044217336407,1805.6194131052216,-4737.265222559974,15.064299095306888
90,0,0,0,122.1204735553768,74.60580397393922,865.4378104184061,-4114.382423505662,13.505216780778287
100,0,0,0,273.92563860127666,70.49459228918656,1513.989541130338,-6489.22495607695,17.836688972026774
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,97.27949897029687,73.17841255368583,771.5825308851009,3932.047810769868,9.227308382704564
20,0,0,0,95.21596939532536,70.60580347730712,757.9583653831564,2855.826034460677,8.840568226448651
30,0,0,0,101.65709224766324,74.91075183577512,781.7537162459901,1990.4620633437758,9.645740702073809
40,0,0,0,92.83027690133964,65.81547163944921,718.8815492546954,545.8743259488622,7.987010113352823
50,0,0,0,101.6571044238426,71.86675437225064,761.4419020886669,743.189648294722,9.64574138615835
60,0,0,0,141.73985890643678,77.95073456232139,952.9197119381371,-1014.7705362939812,9.64574362890903
70,0,0,0,178.38116464814792,67.0979226789654,1068.804534272116,-3734.999918310337,13.154435079090412
80,0,0,0,189.92751516493345,66.35693672660436,1127.9452743459226,-4145.632792112835,13.753080693119667
90,0,0,0,231.2812540645664,77.80832003714258,1345.7749248068783,-5961.927846992191,16.825816746280047
100,0,0,0,244.35084493167727,77.95073456232139,1380.5000519814196,-5263.090680853912,15.717577024877343
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,97.09502773268247,73.61731710733406,773.1020635813106,3979.236476491007,9.195960485629582
20,0,0,0,101.65705751149974,77.74795513757468,776.3341869624365,3502.0634179407325,9.645739003918077
30,0,0,0,101.65706273132326,75.54059663806623,755.0906622240725,2494.424353700608,9.645739431108098
40,0,0,0,91.73646302241292,67.05007370030079,712.4021504727394,554.727677836221,8.017447563267503
50,0,0,0,101.65709207702149,70.63774820459909,739.117984991778,-132.7415993178906,9.645740914250792
60,0,0,0,101.65712285747257,70.62268925261034,767.370630441351,192.05380016553542,9.645742264318192
70,0,0,0,128.88453142824596,73.22678981116896,884.5004821886856,-2233.017955759885,10.83993597217536
80,0,0,0,201.03294065438283,72.36822013718128,1206.0864479977242,-3794.739616601389,13.283784139909343
90,0,0,0,254.84730993983524,77.68566765347933,1475.414833662945,-5258.213537148628,15.76006478189685
100,0,0,0,198.72608280693146,77.95073456232139,1156.869604842509,-3088.6208356672128,12.127335218025687
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,97.21918970959688,73.1564181052786,771.2905507897145,3932.2838957607705,9.227414647791402
20,0,0,0,101.65704995760011,70.20487164377371,738.4621411644505,2984.2049393871985,9.645738608953549
30,0,0,0,97.41817749775794,69.34475907419507,752.2958814821106,1587.5976048619625,8.324655121709448
40,0,0,0,111.66651345745088,67.31214839770396,804.3186379120464,260.2784546605552,8.056553323083145
50,0,0,0,101.65709661522808,74.13872992870604,783.7404057132209,747.3501597669301,9.64574096137567
60,0,0,0,126.37242879900657,75.7692360208627,881.5345673565051,16.715236650765117,9.645742998073887
70,0,0,0,149.88095236582413,76.55935838560576,972.0313271946833,-2210.290989240743,10.877477433658491
80,0,0,0,150.3204718633668,76.16158893752633,968.2572763553469,-1447.7668700952015,9.774791716850071
90,0,0,0,194.84927538831525,77.95073456232139,1154.112166344204,-2501.428437393116,11.391067235597493
100,0,0,0,220.36813089001816,72.06031481568952,1295.4932833423422,-7599.405908259869,19.513974843684238
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,97.6021982699503,74.56439063758053,783.4800446272885,3910.556613812663,9.149831974541794
20,0,0,0,101.65705125439742,77.95073456232139,771.9312649000265,3500.3093758404425,9.645738625282736
30,0,0,0,90.50950470869111,69.67246306304565,713.5938650624826,1578.5559289289167,8.328441652987118
40,0,0,0,88.21006083634495,67.17416422865197,697.6327118151189,551.8308563423868,8.019945830819692
50,0,0,0,98.01992621629991,64.04053379950095,730.4174461194575,-822.2025653061706,8.977157385966546
60,0,0,0,133.67812473207653,77.60471724593452,914.8393048689097,-1023.8733408691863,9.64574425228263
70,0,0,0,276.3716598852064,87.32295883049119,1622.5097581443924,-3102.1197639213547,12.429937312923649
80,0,0,0,242.4211278379028,84.07765914380873,1438.0166200743354,-4096.900649183331,13.860671904076424
90,0,0,0,140.94565992699967,71.58759993693909,915.930726387829,-2179.08133754613,10.67851409861323
100,0,0,0,299.8298257795715,81.91305368793621,1654.6146130715545,-6078.014880679215,17.229950078748203
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703400008614,74.25187764931721,786.5804088777413,4048.4724058991224,9.645737853069408
20,0,0,0,95.15733210732559,71.1449009258616,756.7551167266946,2810.908706254536,8.69501614005171
30,0,0,0,101.65709286328996,73.69940724616363,769.6399135399381,1988.659616451412,9.645740665671168
40,0,0,0,101.65707389355104,72.97646323401196,729.2735770532261,1736.524290767572,9.64573980934616
50,0,0,0,136.72417107599742,69.06139474682996,925.1184177580088,-786.505572162112,9.063073097690816
60,0,0,0,101.65710826727941,70.97208326993236,742.0315762182972,-113.97264187574172,9.645741426562138
70,0,0,0,270.21095833515915,85.80924416889128,1586.9907639946837,-3106.941284141786,12.40417356067238
80,0,0,0,194.4064555369403,77.95073456232139,1162.616275992253,-1812.8129202568296,10.37952946801971
90,0,0,0,174.7031903967631,77.77743879760833,1060.9389803956985,-2146.029107489783,10.715472648501942
100,0,0,0,257.46710585242386,77.95073456232139,1441.781691544928,-5339.938352722204,15.937087006918786
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703743750436,77.95073456232139,797.3216279252947,4114.418236575538,9.645738096571698
20,0,0,0,101.65705573222306,77.09531239124735,772.2297981237978,3246.933521866523,9.645738974698142
30,0,0,0,101.65705802982248,76.25752304767747,752.6102140014385,2442.6179293646405,9.645739127625037
40,0,0,0,124.5682511891673,77.95073456232139,891.3153772288927,1708.1812972633818,9.645741811218091
50,0,0,0,112.33444360939446,73.29127751910195,827.0750195440833,36.787474593445836,9.64574314104514
60,0,0,0,109.37973495090866,70.39336840142995,805.0546409440574,-847.2572361321029,9.645743667485323
70,0,0,0,148.41940405131717,63.311559159616614,929.3805345054147,-3158.2748181408374,12.124542520811186
80,0,0,0,160.43719404439923,77.94938215611714,1015.1350856748921,-3144.773498176145,12.227129982137084
90,0,0,0,380.0025757280444,101.65725372448787,2116.340353402733,-5022.8756977194425,15.64874448474277
100,0,0,0,221.4528315818076,66.39915308282175,1262.3450735470508,-6539.916576749046,17.79003582753375
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65704013153113,73.38652249532169,782.2114820489892,3986.531480754939,9.64573824715464
20,0,0,0,93.15228775619299,71.68356950712668,739.4344277983674,2950.9621078149503,8.801929576199306
30,0,0,0,101.65709038113259,73.0323756210429,761.9594705068477,1987.1296733541603,9.645740713855997
40,0,0,0,98.39867373957009,66.0730877809964,739.9346464226073,249.56227310297075,8.011027450174685
50,0,0,0,104.4973667759389,72.74446186230502,795.2128718612935,-63.228472236222935,9.645742516763379
60,0,0,0,124.40027841589564,67.0611897109356,860.9024861113164,-1827.1193009906126,10.27224802549073
70,0,0,0,128.80524936691276,76.32098427742005,892.8864905701804,-2297.7222588146406,10.906049880121333
80,0,0,0,260.7161367008587,82.29899263021869,1527.91756206311,-4186.824987701386,14.082531743569362
90,0,0,0,269.4298852759365,85.39344181971084,1552.7705609742147,-5127.4217435178325,15.538869803834036
100,0,0,0,205.39998594123867,77.95073456232139,1224.438766585147,-5391.635393289529,15.82079069504361
0,0,0,0,106.44093926965449,77.95073456232139,844.8968347361584,4463.180573361446,9.69783263185698
10,0,0,0,101.65703605281895,77.95073456232139,804.0473020658693,4288.845701904198,9.64573804656848
20,0,0,0,101.65704818549337,74.36936143757441,740.9566673927627,3210.035647014201,9.645738741030224
30,0,0,0,101.65707600609909,66.29756839761333,726.8233750870445,1617.4048304741518,9.645740159604602
40,0,0,0,101.65710897187633,66.71379552751675,764.9743587498426,598.241386846074,9.645741584175108
