Pen,B Vmin,B Vmax,B VminVmax,Max PLosses,Min PLosses,Energy Losses,Min Fluxo Subestacao
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,49.946077790623214,25.285257781486763,298.20376787594597,1374.5412696603446
20,0,0,0,49.960509410794124,26.288611532432824,299.7026852433023,1180.3851867134058
30,0,0,0,51.41431408187002,25.21903512178888,319.18689895820546,-590.4480153699913
40,0,0,0,60.34008821656975,26.983351968061964,399.65661557275155,-1863.074315905719
50,0,0,0,60.97313221606589,26.288611532432824,394.445465359739,-2027.081618238552
60,0,0,0,64.9009088201309,25.966482485842462,415.1838320407775,-3622.185578864725
70,0,0,0,66.04914892193489,26.288611532432824,407.8923035613301,-2494.3073404298543
80,0,0,0,66.8686110554349,26.288611532432824,414.09045576529246,-3633.984838937672
90,0,0,0,133.57407956120085,26.288611532432824,711.9754231726425,-5370.32106659933
100,0,0,0,130.4180218328919,26.288611532432824,699.1297908614899,-6687.730967165165
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.45401768434691,26.288611532432824,301.5572798822897,1748.0918282971431
20,0,0,0,49.61358999375418,26.288611532432824,300.2928415218569,726.3418136020459
30,0,0,0,52.09505267887184,25.339195612126446,326.40946215633767,-589.2289176274481
40,0,0,0,52.72252844573427,26.288611532432824,329.8000279476114,-1097.7888106490395
50,0,0,0,68.49724984754498,26.300786603205566,432.5267927311542,-2562.3753839885885
60,0,0,0,72.65199476292484,27.654755380448094,460.18344739910367,-3683.3026457237656
70,0,0,0,61.22526267198379,26.288611532432824,390.0045053004852,-2836.3410392585156
80,0,0,0,117.20792528923299,27.654866729692984,660.467338215891,-5422.849185096107
90,0,0,0,91.44598214239524,26.288611532432824,511.89100203583945,-3964.439464334856
100,0,0,0,171.32556939236645,26.288611532432824,881.1577754541572,-6646.027182531861
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.85492524234133,26.288611532432824,302.6819027936362,1633.5423700191427
20,0,0,0,49.79122629755633,24.973067744796566,301.79825246390004,270.46390668547923
30,0,0,0,50.323341885626014,26.288611532432824,307.5322732782202,293.7801505585373
40,0,0,0,50.54326458897059,24.977995340281897,307.6184686516466,-1540.0430193908746
50,0,0,0,61.25784125302903,26.288611532432824,395.508252874252,-2020.5919365159311
60,0,0,0,84.95707720613463,28.376560832912823,518.507435682996,-4120.804524195078
70,0,0,0,76.02675814001766,28.84369700478121,479.81494639586566,-4779.869560872956
80,0,0,0,58.56992908883811,26.288611532432824,368.4085272151945,-3253.1076944882016
90,0,0,0,103.93007348893056,26.288611532432824,568.1704421370749,-4371.712833107829
100,0,0,0,97.75275850966504,26.288611532432824,554.9020370313434,-6711.70456754553
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.26451357948202,26.288611532432824,300.15731186354105,1635.597929831538
20,0,0,0,49.72510584393963,25.179077548148065,296.69846440880474,328.3521121740798
30,0,0,0,49.61946884925673,26.288611532432824,300.4016445703655,317.3626849092312
40,0,0,0,51.33032663332823,25.170020120006846,318.5601466282148,-1622.4165343344625
50,0,0,0,75.36553516082529,27.932459419594757,472.9561076661989,-2969.820329182353
60,0,0,0,72.35507130329903,27.654745823777514,459.1609380477411,-3693.740660713633
70,0,0,0,78.12179959705053,26.288611532432824,472.33728304762707,-3958.6694754571295
80,0,0,0,64.26922619915638,26.288611532432824,400.65293837935025,-3238.7575886298123
90,0,0,0,118.11264262341749,26.288611532432824,643.6226189675543,-5378.798237243251
100,0,0,0,155.37895240477513,27.654615158197977,862.9552389851095,-7816.452036039134
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.58419001854712,25.495415563679817,299.62505359669103,1399.6991416682283
20,0,0,0,49.95206903987777,25.11857130457156,298.6626536610424,280.91808716881684
30,0,0,0,49.766096713773614,26.288611532432824,301.78899409861,314.9740003250548
40,0,0,0,52.751766473694445,26.288611532432824,326.8871139039458,-490.8118115117109
50,0,0,0,65.06827745127029,27.177409333083926,421.90985406114515,-2998.2489083048285
60,0,0,0,70.93675855309746,28.381093152692287,454.4140344010799,-3715.648582704114
70,0,0,0,73.85042495992106,27.654752567908865,458.08059738154225,-4450.432065635123
80,0,0,0,64.48946897161792,26.288611532432824,403.29556925005505,-3602.2431885443075
90,0,0,0,156.919332523481,33.676724871466895,874.4754313935284,-7448.400269377885
100,0,0,0,96.67045019542167,26.288611532432824,533.1589036247092,-4685.169392840109
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,49.97545892662259,25.214593205201698,297.51211534931747,1375.6991102360143
20,0,0,0,49.71626361933986,24.99942238219086,300.2346650251178,288.29824636382006
30,0,0,0,50.444365323564405,26.288611532432824,309.7826635762371,313.89707498281285
40,0,0,0,50.36576921724976,26.288611532432824,309.4085206388855,-483.89295584736374
50,0,0,0,56.755863633622575,26.288611532432824,358.70509281697633,-1820.8955604490648
60,0,0,0,57.5080494238329,26.288611532432824,361.6547841650986,-1756.6702623600975
70,0,0,0,94.56784369910463,29.068062771493796,565.9750931312938,-5229.580380128868
80,0,0,0,92.03680058048776,26.288611532432824,529.6096138782102,-4838.639883834974
90,0,0,0,181.25987460394595,35.41497120691193,994.4696435080025,-7452.13389247402
100,0,0,0,100.88085649238873,26.288611532432824,557.058086943617,-5198.452007939242
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.59982786088386,25.486240992107536,300.3826837319228,1488.897261844257
20,0,0,0,49.663985848364476,26.288611532432824,298.5278536517399,720.5124133471393
30,0,0,0,50.40194033592682,25.035658989452674,308.6707597309361,-605.5810138447844
40,0,0,0,55.09967936161283,26.4328853273913,359.6600761597648,-1888.029793415792
50,0,0,0,62.73196336896852,26.288611532432824,404.6341041404375,-2065.339928580997
60,0,0,0,68.45575711174128,26.21752967735204,431.798872874444,-3611.969085821372
70,0,0,0,84.92578271487955,26.288611532432824,498.53826095527637,-3893.3648125067166
80,0,0,0,118.30546512860845,29.755824052382312,665.8618760514682,-5686.003194612076
90,0,0,0,105.20706003834742,26.288611532432824,587.8993692538553,-5753.167659478595
100,0,0,0,172.5917572028299,38.73380720389708,968.2666480083892,-7903.527492167718
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.5041233962947,25.376505502446335,299.08544904353306,1372.4455251183008
20,0,0,0,49.9900394989448,26.288611532432824,299.85747978464536,732.3551118496349
30,0,0,0,49.909892337549934,26.288611532432824,303.24535352117357,442.50164091142864
40,0,0,0,50.69456105529793,26.288611532432824,312.42828734749514,-483.2942759779805
50,0,0,0,54.97742784247364,26.288611532432824,348.4780373452116,-1263.0425155609903
60,0,0,0,57.621035949197925,26.288611532432824,376.30649589445954,-3021.405980185036
70,0,0,0,62.230195396376175,26.288611532432824,392.4082284014396,-2490.3109877995494
80,0,0,0,123.87874405006313,31.12212717295934,710.2267817742269,-6342.936964771657
90,0,0,0,84.54259336410873,26.288611532432824,486.410883269964,-4379.149645869151
100,0,0,0,157.68615368826931,27.654614040899506,851.2978639872216,-7433.110521635764
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.38447267378385,25.402176287142602,299.2411763080741,1482.2354807966758
20,0,0,0,50.153172766588504,25.027107765358252,305.0608529240044,336.4410215154615
30,0,0,0,54.16972917897933,25.555597488128793,343.8495736661586,-749.2530878154354
40,0,0,0,53.729655339372904,26.288611532432824,337.1707024384474,-1102.5508051783495
50,0,0,0,52.519306993693945,26.288611532432824,325.1253215008135,-1276.977406166333
60,0,0,0,89.76874288300235,29.577221937993077,541.3939924746034,-4167.1837402840265
70,0,0,0,60.66073264786349,26.288611532432824,383.80205471495793,-2859.9777902020846
80,0,0,0,68.62005504197757,26.288611532432824,427.266065711355,-4856.849168091296
90,0,0,0,170.1847284268714,34.65054195110277,940.0977093756159,-7443.599843708461
100,0,0,0,143.77742900942482,27.654614173266587,806.2445384637163,-7806.118728332239
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.499013943588345,25.438367436735117,301.02676947138787,1488.9641730772962
20,0,0,0,49.836065416789395,25.13133305274118,297.3620461843011,339.0443416861829
30,0,0,0,51.4488163616558,25.271090764027992,320.2083169732845,-593.6333214826032
40,0,0,0,54.27273486669883,26.288611532432824,339.63962106526384,-940.7246839484965
50,0,0,0,70.6663519973347,27.654747853946983,450.8452172752862,-2669.2317606212137
60,0,0,0,90.25819777888051,28.759039579421646,544.7091345463223,-4108.379672986844
70,0,0,0,62.2295976241415,26.288611532432824,399.07257241438776,-3631.792296627304
80,0,0,0,88.48363053205675,29.989846531201632,541.9300645501501,-5840.931065917925
90,0,0,0,95.47971763624237,26.288611532432824,549.7698459296,-5852.828495916986
100,0,0,0,150.92465136620586,27.654616132946945,841.2384260388973,-7806.465745941711
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.27173241631508,25.2977135205498,297.95906183844863,1375.873241632205
20,0,0,0,49.79540608482971,25.097263992045825,299.6948008055118,402.8734951557241
30,0,0,0,50.2582489182547,26.288611532432824,307.2579137929569,288.43030343589106
40,0,0,0,58.20333339105995,26.05649712018005,379.6948423193698,-1885.330912139452
50,0,0,0,64.6771605353854,27.27224059945089,420.9214780505027,-3005.9590667304287
60,0,0,0,62.52972623108813,27.16677995999506,406.13430497910923,-3438.283000026473
70,0,0,0,84.72833597483785,26.288611532432824,501.5233561965944,-3939.9668472534427
80,0,0,0,145.07252717236454,27.654914379636637,792.4869615491248,-5403.450798292693
90,0,0,0,136.02550747432693,27.654911972287373,768.0059517637253,-6759.817696109265
100,0,0,0,101.3738857423489,26.288611532432824,559.1789215835759,-5197.924496315899
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.53696597106423,26.288611532432824,301.10115366985025,1595.3230855339632
20,0,0,0,50.18307532296074,24.98553047081727,305.849263056529,315.36263376490655
30,0,0,0,49.71307120943237,26.288611532432824,301.79162327351645,-30.821572872648655
40,0,0,0,52.04294937784963,26.288611532432824,322.5193373781537,-938.1438004026761
50,0,0,0,62.86718746286845,27.654717839703025,413.1200936178884,-2658.903167105113
60,0,0,0,78.96492141869795,29.1608813353095,494.81105828579354,-3711.8509835662444
70,0,0,0,110.44839263117619,30.0981622858489,643.5144521848458,-5237.772172666716
80,0,0,0,83.47071316383149,28.29045343269561,511.2944794880426,-6395.432689355536
90,0,0,0,106.68866095450436,26.288611532432824,594.3642827332056,-5770.652090388958
100,0,0,0,71.02517455027184,26.288611532432824,427.7243169727569,-4713.526472549838
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.08415908362369,25.489498645705094,297.8789433610636,1495.9341933781652
20,0,0,0,49.75782168658853,24.995949479515417,302.2614459873116,288.58006808203777
30,0,0,0,50.66337304661589,26.288611532432824,313.2941537102009,-192.9774716438088
40,0,0,0,57.347170361131134,25.954483735164967,372.33052850117815,-1905.819396232357
50,0,0,0,58.205001323946746,26.288611532432824,381.1998546013236,-2060.5479428464932
60,0,0,0,67.7327545320363,27.654728096788013,430.64203269339686,-3426.6222751171526
70,0,0,0,91.93397937744903,30.363806267371288,559.5960533622595,-4772.604204137152
80,0,0,0,102.08869706544174,26.288611532432824,579.1032981034369,-4883.817040146738
90,0,0,0,187.11527348157514,40.83067412711625,1020.5252872129576,-7507.721816091209
100,0,0,0,147.78774939980258,35.935866162262776,824.9035158744662,-8702.832124165356
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.76789956297348,25.55510836825682,301.1609117035267,1492.2946575063984
20,0,0,0,49.81377441031876,26.288611532432824,299.469233379502,1041.9212158660719
30,0,0,0,50.31107191437572,26.288611532432824,306.85760041066624,443.2241690414144
40,0,0,0,56.96652827482275,27.178544382472133,381.55516790264,-1645.2734583953745
50,0,0,0,54.412410283399744,26.288611532432824,339.3567335234341,-1035.8791611828512
60,0,0,0,69.09165822396434,26.288611532432824,429.47623189863725,-2952.890307342684
70,0,0,0,68.42339677049355,26.288611532432824,420.7068659831757,-2854.7970155874896
80,0,0,0,81.90641816555781,26.288611532432824,484.8274778575414,-4516.144988408052
90,0,0,0,148.80625045170908,27.654614485073516,830.9885546150373,-6751.384488977718
100,0,0,0,161.4999169947315,33.290908220358,871.8073012879487,-7751.320305889613
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.66534351508213,26.288611532432824,302.0749823915926,1589.7597787275736
20,0,0,0,49.78337326123299,25.075130857079763,297.8326242862844,280.78406526858583
30,0,0,0,52.220819550789514,25.788022490721698,333.0952095077132,-641.5193906709443
40,0,0,0,56.11947504677036,26.196417854215746,363.81673672004604,-1598.1065108798482
50,0,0,0,51.944792372232186,26.288611532432824,320.6493053286317,-1285.799706977358
60,0,0,0,82.93887650472062,27.65478177171014,500.79368007629756,-3413.0013722711
70,0,0,0,92.45040382016406,27.654807631931,544.8909216611611,-4413.192912725447
80,0,0,0,111.08575950368461,31.790721537947043,644.8644841766817,-6455.542631758311
90,0,0,0,69.98479761295198,26.288611532432824,423.44956722248025,-3979.0785210634
100,0,0,0,97.14017149651856,26.288611532432824,552.355872451648,-6709.220933467664
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,49.866920746670246,25.212428818889894,297.248473509929,1436.3530936078457
20,0,0,0,49.76989804076432,26.288611532432824,301.2001960144455,726.4672105970469
30,0,0,0,49.85177854742046,24.963383447583546,302.0908910661813,-752.7254358379734
40,0,0,0,50.78875908595194,26.288611532432824,311.0729163717951,-286.5169154281413
50,0,0,0,51.8535187004463,26.288611532432824,322.22067629991443,-2050.9942184194647
60,0,0,0,94.8155218822421,29.989115422785734,565.1691696801994,-4162.685553986051
70,0,0,0,87.71053150364176,27.654802471058836,532.5408918520684,-4692.956092554227
80,0,0,0,70.59105405973986,26.307723319348586,441.5055592706117,-5726.373870624979
90,0,0,0,122.12270662462063,33.26480690251425,710.959252929134,-6882.292855582649
100,0,0,0,194.32095670321527,36.50931475765984,1059.968231096031,-8568.78075715654
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,49.935700458061575,25.185931589009876,296.8194588246639,1368.348437090023
20,0,0,0,49.642764921640136,26.288611532432824,299.2422313804233,1047.852515945275
30,0,0,0,50.77888769502847,25.147332793176492,316.45256159322383,-455.79666845187165
40,0,0,0,60.71828053486499,27.654712932715977,403.18279113697423,-1655.2056300051877
50,0,0,0,54.87531388045306,26.288611532432824,342.77631538496104,-1020.3792959651905
60,0,0,0,90.72362509051412,29.63283691608345,545.7068806256628,-4174.092064921601
70,0,0,0,96.01946049432401,28.157562267276013,560.980175866597,-4643.160224602045
80,0,0,0,70.04161903066746,26.288611532432824,427.1859184562218,-3641.8356216975235
90,0,0,0,116.19594107893991,27.654873826272425,671.1357580976955,-6781.999507796112
100,0,0,0,85.98326507312561,26.288611532432824,494.0930216999594,-5204.251011404647
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.15347613375056,25.311514707838292,297.6528636430069,1439.888248899099
20,0,0,0,49.69583639678461,26.288611532432824,301.0810102420619,844.0355135292539
30,0,0,0,51.62145385851682,25.531190389461035,327.29607478951294,-642.6104963959692
40,0,0,0,53.16054377594365,26.288611532432824,329.85254505421983,-482.32209414022077
50,0,0,0,54.01491206662152,26.288611532432824,336.8695549451481,-1825.135587645037
60,0,0,0,59.18169175444618,26.288611532432824,381.10482148255323,-2035.3371690339907
70,0,0,0,93.53699874525226,26.288611532432824,541.2556416764708,-3947.740958296892
80,0,0,0,76.0938246756109,26.288611532432824,463.36088331943324,-4894.90357648031
90,0,0,0,83.14253912427996,26.288611532432824,477.6560868588792,-3959.636894458304
100,0,0,0,195.2796308733222,36.44406433819022,1063.7385341273848,-8552.802483641126
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.293546316253995,25.311975852049088,298.0696523054411,1354.211790277795
20,0,0,0,50.309644581508884,25.1418892638851,309.29953985832856,508.53695795731994
30,0,0,0,49.88760229223623,25.081510770895367,299.5507240492869,-779.7080920513547
40,0,0,0,51.62754664467709,26.288611532432824,318.08456681969506,-482.03882856631463
50,0,0,0,69.08142354322815,26.309177359734583,435.05260191522706,-2561.926111675097
60,0,0,0,61.16737845640838,26.288611532432824,387.7431624820001,-2070.8192323387375
70,0,0,0,62.89147151016957,26.288611532432824,402.8343181214844,-3909.811897279663
80,0,0,0,88.26465473071474,26.288611532432824,517.4072748248543,-4906.097497237009
90,0,0,0,175.58419724814675,35.14506434442456,967.427601483246,-7438.116010844358
100,0,0,0,93.79845925029846,26.288611532432824,521.5708036294158,-4692.772524217035
0,0,0,0,52.95601865552929,26.288611532432824,313.57865157713286,2014.1208312899014
10,0,0,0,50.27338987916815,25.36537093468413,297.97207415377574,1429.833807303824
20,0,0,0,49.91055182716012,26.288611532432824,300.75093398582965,1055.9580436607664
30,0,0,0,51.72226942104264,25.137857583978658,321.56182586184,-749.4144693633756
